postalcode;cnt;status;target;guid
658259;268;confirmed;;
658261;464;confirmed;;
658263;116;confirmed;;
658268;230;confirmed;;
658270;1566;confirmed;;
658272;626;confirmed;;
658273;284;confirmed;;
658274;441;confirmed;;
658275;141;confirmed;;
658276;434;confirmed;;
658277;217;confirmed;;
658278;485;confirmed;;
658280;2240;confirmed;;
658284;248;confirmed;;
658285;5;confirmed;;
658286;309;confirmed;;
658287;906;confirmed;;
658288;522;confirmed;;
658289;17;confirmed;;
658291;262;confirmed;;
658292;248;confirmed;;
658293;572;confirmed;;
658295;1;exhausted;658295;1.0
658302;1;exhausted;658302;1.0
658320;1453;confirmed;;
658322;385;confirmed;;
658323;257;confirmed;;
658324;319;confirmed;;
658325;219;confirmed;;
658330;337;confirmed;;
658331;264;confirmed;;
658332;736;confirmed;;
658334;2;exhausted;658334;2.0
658335;306;confirmed;;
658336;76;confirmed;;
658340;1863;confirmed;;
658342;221;confirmed;;
658343;675;confirmed;;
658344;260;confirmed;;
658345;687;confirmed;;
658346;610;confirmed;;
658347;119;confirmed;;
658350;732;confirmed;;
658351;290;confirmed;;
658352;348;confirmed;;
658353;108;confirmed;;
658354;161;confirmed;;
658355;402;confirmed;;
658356;479;confirmed;;
658357;335;confirmed;;
658358;211;confirmed;;
658362;274;confirmed;;
658363;334;confirmed;;
658364;397;confirmed;;
658365;506;confirmed;;
658366;433;confirmed;;
658370;308;confirmed;;
658371;212;confirmed;;
658372;463;confirmed;;
658374;195;confirmed;;
658375;348;confirmed;;
658376;363;confirmed;;
658377;277;confirmed;;
658378;152;confirmed;;
658379;220;confirmed;;
658380;225;confirmed;;
658381;178;confirmed;;
658382;370;confirmed;;
658383;308;confirmed;;
658384;143;confirmed;;
658385;355;confirmed;;
658386;266;confirmed;;
658387;225;confirmed;;
658388;358;confirmed;;
658389;1;exhausted;658389;1.0
658390;1908;confirmed;;
658391;1207;confirmed;;
658392;370;confirmed;;
658400;327;confirmed;;
658401;454;confirmed;;
658402;216;confirmed;;
658403;264;confirmed;;
658405;381;confirmed;;
658411;360;confirmed;;
658412;349;confirmed;;
658413;340;confirmed;;
658414;262;confirmed;;
658415;244;confirmed;;
658416;207;confirmed;;
658417;299;confirmed;;
658418;410;confirmed;;
658419;250;confirmed;;
658420;651;confirmed;;
658421;1105;confirmed;;
658422;58;confirmed;;
658423;906;confirmed;;
658424;277;confirmed;;
658430;538;confirmed;;
658431;315;confirmed;;
658440;276;confirmed;;
658441;196;confirmed;;
658442;47;confirmed;;
658445;418;confirmed;;
658450;1560;confirmed;;
658452;363;confirmed;;
658453;289;confirmed;;
658454;197;confirmed;;
658455;67;confirmed;;
658456;322;confirmed;;
658457;291;confirmed;;
658458;533;confirmed;;
658459;178;confirmed;;
658462;358;confirmed;;
658463;226;confirmed;;
658464;121;confirmed;;
658465;441;confirmed;;
658467;580;confirmed;;
658471;315;confirmed;;
658473;71;confirmed;;
658474;557;confirmed;;
658475;302;confirmed;;
658480;2165;confirmed;;
658481;945;confirmed;;
658501;438;confirmed;;
658502;1;exhausted;658502;1.0
658503;307;confirmed;;
658505;411;confirmed;;
658507;381;confirmed;;
658510;2106;confirmed;;
658513;1;exhausted;658513;1.0
658515;814;confirmed;;
658516;482;confirmed;;
658519;249;confirmed;;
658521;315;confirmed;;
658524;176;confirmed;;
658530;773;confirmed;;
658531;809;confirmed;;
658532;310;confirmed;;
658533;474;confirmed;;
658534;445;confirmed;;
658535;386;confirmed;;
658536;132;confirmed;;
658537;441;confirmed;;
658540;3081;confirmed;;
658542;225;confirmed;;
658543;536;confirmed;;
658544;121;confirmed;;
658545;621;confirmed;;
658546;390;confirmed;;
658547;162;confirmed;;
658548;383;confirmed;;
658549;425;confirmed;;
658550;496;confirmed;;
658551;434;confirmed;;
658552;246;confirmed;;
658553;348;confirmed;;
658554;229;confirmed;;
658558;366;confirmed;;
658560;2429;confirmed;;
658561;700;confirmed;;
658563;387;confirmed;;
658564;534;confirmed;;
658565;161;confirmed;;
658568;600;confirmed;;
658570;345;confirmed;;
658571;449;confirmed;;
658572;351;confirmed;;
658573;408;confirmed;;
658574;573;confirmed;;
658575;233;confirmed;;
658580;1730;confirmed;;
658582;232;confirmed;;
658583;861;confirmed;;
658584;294;confirmed;;
658585;206;confirmed;;
658586;191;confirmed;;
658587;755;confirmed;;
658589;150;confirmed;;
658590;204;confirmed;;
658591;40;confirmed;;
658592;365;confirmed;;
658594;111;confirmed;;
658596;172;confirmed;;
658597;182;confirmed;;
658598;147;confirmed;;
658600;1;exhausted;658600;1.0
658601;374;confirmed;;
658611;573;confirmed;;
658612;266;confirmed;;
658613;92;confirmed;;
658614;458;confirmed;;
658615;641;confirmed;;
658616;415;confirmed;;
658620;2455;confirmed;;
658622;804;confirmed;;
658623;445;confirmed;;
658624;356;confirmed;;
658625;237;confirmed;;
658626;127;confirmed;;
658631;400;confirmed;;
658632;193;confirmed;;
658633;136;confirmed;;
658638;612;confirmed;;
658639;243;confirmed;;
658640;1845;confirmed;;
658644;124;confirmed;;
658645;402;confirmed;;
658646;155;confirmed;;
658647;168;confirmed;;
658648;339;confirmed;;
658649;226;confirmed;;
658650;1003;confirmed;;
658651;338;confirmed;;
658653;339;confirmed;;
658654;69;confirmed;;
658655;630;confirmed;;
658661;210;confirmed;;
658662;98;confirmed;;
658663;348;confirmed;;
658664;222;confirmed;;
658665;283;confirmed;;
658666;607;confirmed;;
658667;184;confirmed;;
658668;53;confirmed;;
658669;372;confirmed;;
658670;1334;confirmed;;
658671;1029;confirmed;;
658672;1202;confirmed;;
658674;429;confirmed;;
658675;114;confirmed;;
658690;1074;confirmed;;
658692;316;confirmed;;
658693;124;confirmed;;
658694;56;confirmed;;
658695;463;confirmed;;
658700;2289;confirmed;;
658701;1703;confirmed;;
658702;233;confirmed;;
658703;1995;confirmed;;
658704;746;confirmed;;
658705;1409;confirmed;;
658706;1538;confirmed;;
658707;1931;confirmed;;
658709;483;confirmed;;
658716;225;confirmed;;
658717;725;confirmed;;
658718;288;confirmed;;
658719;399;confirmed;;
658720;471;confirmed;;
658721;349;confirmed;;
658722;176;confirmed;;
658724;476;confirmed;;
658730;176;confirmed;;
658731;287;confirmed;;
658732;575;confirmed;;
658733;223;confirmed;;
658734;450;confirmed;;
658735;683;confirmed;;
658736;179;confirmed;;
658740;300;confirmed;;
658741;612;confirmed;;
658742;268;confirmed;;
658743;463;confirmed;;
658745;201;confirmed;;
658746;447;confirmed;;
658747;595;confirmed;;
658748;245;confirmed;;
658750;1409;confirmed;;
658760;1734;confirmed;;
658762;259;confirmed;;
658763;517;confirmed;;
658764;296;confirmed;;
658765;84;confirmed;;
658766;123;confirmed;;
658767;30;confirmed;;
658768;223;confirmed;;
658770;236;confirmed;;
658771;374;confirmed;;
658772;137;confirmed;;
658773;211;confirmed;;
658775;317;confirmed;;
658776;316;confirmed;;
658777;168;confirmed;;
658780;1778;confirmed;;
658782;543;confirmed;;
658783;81;confirmed;;
658784;174;confirmed;;
658786;62;confirmed;;
658788;444;confirmed;;
658790;327;confirmed;;
658791;343;confirmed;;
658792;1;exhausted;658792;1.0
658793;240;confirmed;;
658794;292;confirmed;;
658795;265;confirmed;;
658796;78;confirmed;;
658797;403;confirmed;;
658798;681;confirmed;;
658800;234;confirmed;;
658801;310;confirmed;;
658802;327;confirmed;;
658810;1488;confirmed;;
658813;145;confirmed;;
658814;425;confirmed;;
658815;371;confirmed;;
658816;108;confirmed;;
658817;191;confirmed;;
658819;138;confirmed;;
658820;1630;confirmed;;
658821;1243;confirmed;;
658822;74;confirmed;;
658823;881;confirmed;;
658824;944;confirmed;;
658825;1376;confirmed;;
658826;886;confirmed;;
658828;113;confirmed;;
658829;1872;confirmed;;
658834;37;confirmed;;
658835;194;confirmed;;
658837;1775;confirmed;;
658839;822;confirmed;;
658841;235;confirmed;;
658842;314;confirmed;;
658843;340;confirmed;;
658846;685;confirmed;;
658847;115;confirmed;;
658848;422;confirmed;;
658849;134;confirmed;;
658851;383;confirmed;;
658854;298;confirmed;;
658860;1283;confirmed;;
658862;99;confirmed;;
658863;130;confirmed;;
658865;463;confirmed;;
658866;62;confirmed;;
658867;212;confirmed;;
658870;551;confirmed;;
658872;577;confirmed;;
658873;1;exhausted;658873;1.0
658874;413;confirmed;;
658875;336;confirmed;;
658876;670;confirmed;;
658877;235;confirmed;;
658878;367;confirmed;;
658879;102;confirmed;;
658881;416;confirmed;;
658882;516;confirmed;;
658883;680;confirmed;;
658884;475;confirmed;;
658885;368;confirmed;;
658901;84;confirmed;;
658902;279;confirmed;;
658903;120;confirmed;;
658904;116;confirmed;;
658905;114;confirmed;;
658906;153;confirmed;;
658907;374;confirmed;;
658908;253;confirmed;;
658909;156;confirmed;;
658910;284;confirmed;;
658915;441;confirmed;;
658920;2363;confirmed;;
658922;1158;confirmed;;
658923;1059;confirmed;;
658924;1150;confirmed;;
658930;2867;confirmed;;
658932;584;confirmed;;
658933;573;confirmed;;
658941;180;confirmed;;
658942;225;confirmed;;
658943;136;confirmed;;
658944;139;confirmed;;
658945;391;confirmed;;
658946;58;confirmed;;
658947;469;confirmed;;
658950;211;confirmed;;
658951;442;confirmed;;
658952;404;confirmed;;
658953;490;confirmed;;
658954;393;confirmed;;
658955;152;confirmed;;
658960;2107;confirmed;;
658961;669;confirmed;;
658962;495;confirmed;;
658965;217;confirmed;;
658966;358;confirmed;;
658967;183;confirmed;;
658968;958;confirmed;;
658969;972;confirmed;;
658972;457;confirmed;;
658973;460;confirmed;;
658974;112;confirmed;;
658980;3290;confirmed;;
658982;234;confirmed;;
658983;449;confirmed;;
658984;98;confirmed;;
658988;689;confirmed;;
658990;241;confirmed;;
658991;355;confirmed;;
658993;279;confirmed;;
658995;321;confirmed;;
658996;336;confirmed;;
658997;277;confirmed;;
658998;49;confirmed;;
658999;89;confirmed;;
659000;3495;confirmed;;
659001;1197;confirmed;;
659004;557;confirmed;;
659005;531;confirmed;;
659006;374;confirmed;;
659008;763;confirmed;;
659009;544;confirmed;;
659010;790;confirmed;;
659012;443;confirmed;;
659013;93;confirmed;;
659014;376;confirmed;;
659015;467;confirmed;;
659016;805;confirmed;;
659017;152;confirmed;;
659018;365;confirmed;;
659019;338;confirmed;;
659020;1025;confirmed;;
659021;670;confirmed;;
659029;438;confirmed;;
659030;963;confirmed;;
659031;457;confirmed;;
659032;467;confirmed;;
659033;333;confirmed;;
659035;7;exhausted;659035;7.0
659036;248;confirmed;;
659037;650;confirmed;;
659040;1696;confirmed;;
659043;253;confirmed;;
659044;286;confirmed;;
659050;1534;confirmed;;
659052;236;confirmed;;
659053;409;confirmed;;
659054;172;confirmed;;
659055;590;confirmed;;
659056;314;confirmed;;
659057;194;confirmed;;
659058;617;confirmed;;
659060;392;confirmed;;
659063;219;confirmed;;
659065;632;confirmed;;
659070;3003;confirmed;;
659072;1;exhausted;659072;1.0
659073;391;confirmed;;
659074;584;confirmed;;
659075;701;confirmed;;
659076;169;confirmed;;
659077;401;confirmed;;
659078;129;confirmed;;
659079;1;confirmed;659079;1.0
659080;300;confirmed;;
659081;223;confirmed;;
659082;482;confirmed;;
659083;1;exhausted;659083;1.0
659084;187;confirmed;;
659085;232;confirmed;;
659086;886;confirmed;;
659087;215;confirmed;;
659088;612;confirmed;;
659089;255;confirmed;;
659091;404;confirmed;;
659092;257;confirmed;;
659093;175;confirmed;;
659100;976;confirmed;;
659101;12;confirmed;;
659102;1698;confirmed;;
659103;1146;confirmed;;
659104;1231;confirmed;;
659106;1739;confirmed;;
659107;35;confirmed;;
659113;283;confirmed;;
659114;95;confirmed;;
659120;244;confirmed;;
659121;426;confirmed;;
659122;415;confirmed;;
659123;206;confirmed;;
659125;265;confirmed;;
659126;248;confirmed;;
659131;321;confirmed;;
659132;231;confirmed;;
659133;360;confirmed;;
659135;547;confirmed;;
659140;741;confirmed;;
659141;242;confirmed;;
659142;402;confirmed;;
659144;268;confirmed;;
659150;426;confirmed;;
659151;218;confirmed;;
659153;232;confirmed;;
659154;266;confirmed;;
659155;166;confirmed;;
659220;2388;confirmed;;
659221;453;confirmed;;
659223;303;confirmed;;
659224;203;confirmed;;
659225;490;confirmed;;
659226;97;confirmed;;
659227;285;confirmed;;
659229;98;confirmed;;
659230;372;confirmed;;
659232;388;confirmed;;
659233;82;confirmed;;
659234;224;confirmed;;
659236;332;confirmed;;
659240;1732;confirmed;;
659242;445;confirmed;;
659243;264;confirmed;;
659244;128;confirmed;;
659245;418;confirmed;;
659246;120;confirmed;;
659248;111;confirmed;;
659249;153;confirmed;;
659250;227;confirmed;;
659251;315;confirmed;;
659253;232;confirmed;;
659254;44;confirmed;;
659255;193;confirmed;;
659257;171;confirmed;;
659258;280;confirmed;;
659261;253;confirmed;;
659300;2341;confirmed;;
659301;2187;confirmed;;
659302;333;confirmed;;
659303;1071;confirmed;;
659304;950;confirmed;;
659305;5122;confirmed;;
659306;1865;confirmed;;
659308;333;confirmed;;
659309;2387;confirmed;;
659311;517;confirmed;;
659314;403;confirmed;;
659315;253;confirmed;;
659316;476;confirmed;;
659318;1077;confirmed;;
659319;1148;confirmed;;
659320;417;confirmed;;
659321;173;confirmed;;
659322;289;confirmed;;
659323;1464;confirmed;;
659325;1619;confirmed;;
659326;1212;confirmed;;
659328;774;confirmed;;
659329;234;confirmed;;
659330;1100;confirmed;;
659332;898;confirmed;;
659333;907;confirmed;;
659334;678;confirmed;;
659335;62;confirmed;;
659336;62;confirmed;;
659342;2365;confirmed;;
659350;601;confirmed;;
659351;232;confirmed;;
659352;381;confirmed;;
659353;388;confirmed;;
659354;3575;confirmed;;
659356;298;confirmed;;
659357;660;confirmed;;
659360;4;exhausted;659360;4.0
659361;423;confirmed;;
659363;2058;confirmed;;
659364;201;confirmed;;
659367;217;confirmed;;
659369;1003;confirmed;;
659370;2347;confirmed;;
659371;923;confirmed;;
659372;10;exhausted;659372;10.0
659373;573;confirmed;;
659374;1515;confirmed;;
659375;1384;confirmed;;
659377;925;confirmed;;
659391;659;confirmed;;
659399;18;confirmed;;
659400;1128;confirmed;;
659405;987;confirmed;;
659406;1;exhausted;659406;1.0
659408;1093;confirmed;;
659410;1464;confirmed;;
659411;238;confirmed;;
659412;545;confirmed;;
659415;765;confirmed;;
659416;1175;confirmed;;
659417;214;confirmed;;
659418;1291;confirmed;;
659430;1754;confirmed;;
659433;173;confirmed;;
659434;68;confirmed;;
659435;346;confirmed;;
659436;319;confirmed;;
659437;382;confirmed;;
659438;251;confirmed;;
659439;263;confirmed;;
659440;235;confirmed;;
659441;575;confirmed;;
659442;1;exhausted;659442;1.0
659443;263;confirmed;;
659444;666;confirmed;;
659445;516;confirmed;;
659446;1;exhausted;659446;1.0
659447;185;confirmed;;
659448;328;confirmed;;
659450;2013;confirmed;;
659454;54;confirmed;;
659455;97;confirmed;;
659456;413;confirmed;;
659457;1;exhausted;659457;1.0
659458;548;confirmed;;
659461;184;confirmed;;
659469;79;confirmed;;
659470;987;confirmed;;
659473;377;confirmed;;
659474;93;confirmed;;
659476;131;confirmed;;
659477;648;confirmed;;
659481;182;confirmed;;
659482;154;confirmed;;
659500;2281;confirmed;;
659502;6;exhausted;659502;6.0
659504;178;confirmed;;
659505;76;confirmed;;
659506;252;confirmed;;
659507;822;confirmed;;
659508;476;confirmed;;
659510;181;confirmed;;
659511;685;confirmed;;
659514;414;confirmed;;
659515;1;exhausted;659515;1.0
659516;233;confirmed;;
659517;1;exhausted;659517;1.0
659518;409;confirmed;;
659519;115;confirmed;;
659520;1476;confirmed;;
659523;658;confirmed;;
659524;472;confirmed;;
659527;105;confirmed;;
659532;278;confirmed;;
659534;390;confirmed;;
659537;303;confirmed;;
659540;1621;confirmed;;
659545;499;confirmed;;
659546;175;confirmed;;
659547;689;confirmed;;
659548;591;confirmed;;
659549;513;confirmed;;
659551;422;confirmed;;
659552;275;confirmed;;
659553;156;confirmed;;
659554;311;confirmed;;
659555;80;confirmed;;
659558;423;confirmed;;
659559;313;confirmed;;
659560;1775;confirmed;;
659564;513;confirmed;;
659565;177;confirmed;;
659566;173;confirmed;;
659567;379;confirmed;;
659571;492;confirmed;;
659572;430;confirmed;;
659573;243;confirmed;;
659580;2064;confirmed;;
659582;315;confirmed;;
659583;347;confirmed;;
659584;334;confirmed;;
659585;95;confirmed;;
659586;227;confirmed;;
659588;89;confirmed;;
659591;363;confirmed;;
659592;337;confirmed;;
659593;160;confirmed;;
659594;341;confirmed;;
659595;494;confirmed;;
659596;190;confirmed;;
659597;129;confirmed;;
659598;250;confirmed;;
659600;3189;confirmed;;
659602;911;confirmed;;
659603;936;confirmed;;
659604;87;confirmed;;
659605;177;confirmed;;
659607;148;confirmed;;
659608;43;confirmed;;
659609;93;confirmed;;
659610;459;confirmed;;
659611;361;confirmed;;
659613;143;confirmed;;
659614;427;confirmed;;
659615;132;confirmed;;
659616;340;confirmed;;
659617;222;confirmed;;
659618;675;confirmed;;
659619;547;confirmed;;
659624;609;confirmed;;
659631;936;confirmed;;
659632;455;confirmed;;
659633;876;confirmed;;
659634;194;confirmed;;
659635;1501;confirmed;;
659636;254;confirmed;;
659637;26;confirmed;;
659640;368;confirmed;;
659641;193;confirmed;;
659642;80;confirmed;;
659643;364;confirmed;;
659645;386;confirmed;;
659646;164;confirmed;;
659647;1;exhausted;659647;1.0
659650;2277;confirmed;;
659651;761;confirmed;;
659652;372;confirmed;;
659653;1559;confirmed;;
659660;1046;confirmed;;
659662;456;confirmed;;
659663;440;confirmed;;
659664;69;confirmed;;
659665;647;confirmed;;
659666;610;confirmed;;
659667;372;confirmed;;
659668;765;confirmed;;
659669;472;confirmed;;
659671;350;confirmed;;
659681;470;confirmed;;
659682;358;confirmed;;
659685;528;confirmed;;
659686;205;confirmed;;
659687;327;confirmed;;
659690;1898;confirmed;;
659695;271;confirmed;;
659696;177;confirmed;;
659700;4069;confirmed;;
659702;115;confirmed;;
659706;322;confirmed;;
659707;279;confirmed;;
659708;523;confirmed;;
659709;244;confirmed;;
659710;229;confirmed;;
659711;171;confirmed;;
659712;468;confirmed;;
659713;267;confirmed;;
659714;455;confirmed;;
659715;509;confirmed;;
659716;366;confirmed;;
659717;120;confirmed;;
659718;56;confirmed;;
659730;1453;confirmed;;
659733;366;confirmed;;
659734;371;confirmed;;
659735;299;confirmed;;
659736;259;confirmed;;
659737;228;confirmed;;
659738;164;confirmed;;
659739;49;confirmed;;
659741;244;confirmed;;
659742;329;confirmed;;
659771;261;confirmed;;
659772;157;confirmed;;
659773;413;confirmed;;
659775;358;confirmed;;
659780;3142;confirmed;;
659784;117;confirmed;;
659786;454;confirmed;;
659787;293;confirmed;;
659788;68;confirmed;;
659789;72;confirmed;;
659790;221;confirmed;;
659791;223;confirmed;;
659792;281;confirmed;;
659793;121;confirmed;;
659794;204;confirmed;;
659795;166;confirmed;;
659796;116;confirmed;;
659797;368;confirmed;;
659798;162;confirmed;;
659800;266;confirmed;;
659801;374;confirmed;;
659802;418;confirmed;;
659810;1585;confirmed;;
659811;742;confirmed;;
659813;106;confirmed;;
659814;308;confirmed;;
659815;255;confirmed;;
659820;1980;confirmed;;
659822;241;confirmed;;
659823;184;confirmed;;
659824;322;confirmed;;
659825;457;confirmed;;
659826;1;confirmed;659826;1.0
659830;666;confirmed;;
659831;524;confirmed;;
659833;191;confirmed;;
659834;415;confirmed;;
659835;275;confirmed;;
659836;332;confirmed;;
659837;329;confirmed;;
659840;2780;confirmed;;
659841;1387;confirmed;;
659844;259;confirmed;;
659845;1;exhausted;659845;1.0
659846;267;confirmed;;
659850;222;confirmed;;
659851;301;confirmed;;
659852;699;confirmed;;
659853;218;confirmed;;
659854;178;confirmed;;
659855;1;exhausted;659855;1.0
659857;1;exhausted;659857;1.0
659862;277;confirmed;;
659863;735;confirmed;;
659864;54;confirmed;;
659900;5271;confirmed;;
660000;8;exhausted;660000;8.0
660001;1823;confirmed;;
660003;1153;confirmed;;
660004;2696;confirmed;;
660005;1364;confirmed;;
660006;4400;confirmed;;
660009;5;confirmed;;
660010;975;confirmed;;
660011;1602;confirmed;;
660012;3450;confirmed;;
660013;1849;confirmed;;
660015;5153;confirmed;;
660016;1506;confirmed;;
660017;1265;confirmed;;
660018;2500;confirmed;;
660019;1724;confirmed;;
660020;2363;confirmed;;
660021;1689;confirmed;;
660022;1379;confirmed;;
660023;1404;confirmed;;
660025;857;confirmed;;
660027;13;exhausted;660027;13.0
660028;2126;confirmed;;
660030;1967;confirmed;;
660031;1299;confirmed;;
660032;960;confirmed;;
660033;1;exhausted;660033;1.0
660036;1001;confirmed;;
660037;1059;confirmed;;
660041;1876;confirmed;;
660042;258;confirmed;;
660043;1206;confirmed;;
660046;1616;confirmed;;
660048;1908;confirmed;;
660049;4198;confirmed;;
660050;2026;confirmed;;
660052;3493;confirmed;;
660054;5;confirmed;;
660055;1849;confirmed;;
660056;2477;confirmed;;
660058;1055;confirmed;;
660059;774;confirmed;;
660060;1;exhausted;660060;1.0
660061;2731;confirmed;;
660062;3106;confirmed;;
660064;3937;confirmed;;
660067;2;confirmed;;
660068;439;confirmed;;
660069;422;confirmed;;
660071;238;unconfirmed;;
660073;146;confirmed;;
660074;1082;confirmed;;
660075;2056;confirmed;;
660077;1767;confirmed;;
660078;1884;confirmed;;
660079;4452;confirmed;;
660091;5;exhausted;660091;5.0
660092;775;confirmed;;
660094;474;confirmed;;
660095;329;confirmed;;
660098;1000;confirmed;;
660099;604;confirmed;;
660100;2501;confirmed;;
660110;3;exhausted;660110;3.0
660111;3096;confirmed;;
660112;283;confirmed;;
660113;512;confirmed;;
660115;641;confirmed;;
660118;1321;confirmed;;
660119;1060;confirmed;;
660121;1264;confirmed;;
660122;1350;confirmed;;
660123;825;confirmed;;
660124;757;confirmed;;
660125;3061;confirmed;;
660127;608;confirmed;;
660130;3294;confirmed;;
660131;3634;confirmed;;
660132;1202;confirmed;;
660133;868;confirmed;;
660135;1613;confirmed;;
660605;1;exhausted;660605;1.0
660910;241;confirmed;;
660947;346;confirmed;;
662010;3467;confirmed;;
662011;411;confirmed;;
662012;140;confirmed;;
662015;6;confirmed;;
662016;123;confirmed;;
662018;151;confirmed;;
662019;1;exhausted;662019;1.0
662021;5;exhausted;662021;5.0
662022;2;confirmed;662022;2.0
662040;1639;confirmed;;
662042;270;confirmed;;
662043;289;confirmed;;
662045;14;confirmed;;
662050;2986;confirmed;;
662051;954;confirmed;;
662054;1;exhausted;662054;1.0
662060;2804;confirmed;;
662061;2996;confirmed;;
662062;915;confirmed;;
662063;752;confirmed;;
662066;796;confirmed;;
662071;439;confirmed;;
662072;2;confirmed;662072;2.0
662074;4;confirmed;;
662075;434;confirmed;;
662076;1;exhausted;662076;1.0
662077;496;confirmed;;
662078;2;exhausted;662078;2.0
662080;469;confirmed;;
662081;130;confirmed;;
662101;6;exhausted;662101;6.0
662104;82;confirmed;;
662105;171;confirmed;;
662110;2239;confirmed;;
662112;12;confirmed;;
662113;4;exhausted;662113;4.0
662117;328;confirmed;;
662118;828;confirmed;;
662120;2605;confirmed;;
662122;58;confirmed;;
662123;148;confirmed;;
662125;321;confirmed;;
662130;152;confirmed;;
662131;194;confirmed;;
662132;87;confirmed;;
662133;234;confirmed;;
662134;50;confirmed;;
662135;249;confirmed;;
662136;13;confirmed;;
662138;44;confirmed;;
662150;3233;confirmed;;
662152;1723;confirmed;;
662153;730;confirmed;;
662155;957;confirmed;;
662156;2805;confirmed;;
662159;757;confirmed;;
662161;166;confirmed;;
662162;790;confirmed;;
662163;88;confirmed;;
662164;1;exhausted;662164;1.0
662165;1761;confirmed;;
662169;11;confirmed;;
662171;1087;confirmed;;
662172;17;confirmed;;
662173;1112;confirmed;;
662174;695;confirmed;;
662175;568;confirmed;;
662176;964;confirmed;;
662177;5;confirmed;;
662178;2263;confirmed;;
662179;470;confirmed;;
662200;1362;confirmed;;
662201;1163;confirmed;;
662202;1063;confirmed;;
662203;1839;confirmed;;
662204;120;confirmed;;
662205;2166;confirmed;;
662211;953;confirmed;;
662212;430;confirmed;;
662213;675;confirmed;;
662215;403;confirmed;;
662217;1091;confirmed;;
662219;9;confirmed;;
662220;946;confirmed;;
662222;634;confirmed;;
662225;943;confirmed;;
662240;1014;confirmed;;
662241;308;confirmed;;
662245;623;confirmed;;
662246;365;confirmed;;
662250;22;unconfirmed;;
662251;1867;confirmed;;
662252;999;confirmed;;
662253;1145;confirmed;;
662255;2429;confirmed;;
662261;375;confirmed;;
662262;579;confirmed;;
662263;2;exhausted;662263;2.0
662265;744;confirmed;;
662266;1;exhausted;662266;1.0
662267;530;confirmed;;
662268;577;confirmed;;
662305;660;confirmed;;
662306;275;confirmed;;
662311;565;confirmed;;
662312;33;confirmed;;
662313;811;confirmed;;
662314;2167;confirmed;;
662315;145;confirmed;;
662321;156;confirmed;;
662322;755;confirmed;;
662324;495;confirmed;;
662326;385;confirmed;;
662327;445;confirmed;;
662328;795;confirmed;;
662330;1059;confirmed;;
662331;2;exhausted;662331;2.0
662332;464;confirmed;;
662334;244;confirmed;;
662335;318;confirmed;;
662336;919;confirmed;;
662337;608;confirmed;;
662340;5250;confirmed;;
662342;381;confirmed;;
662343;1;exhausted;662343;1.0
662346;303;confirmed;;
662349;410;confirmed;;
662350;340;confirmed;;
662351;188;confirmed;;
662353;372;confirmed;;
662354;315;confirmed;;
662355;179;confirmed;;
662356;737;confirmed;;
662360;403;confirmed;;
662361;319;confirmed;;
662367;173;confirmed;;
662430;1303;confirmed;;
662433;588;confirmed;;
662434;248;confirmed;;
662436;186;confirmed;;
662437;5;confirmed;;
662441;214;confirmed;;
662443;229;confirmed;;
662444;278;confirmed;;
662445;229;confirmed;;
662500;3233;confirmed;;
662501;319;confirmed;;
662510;4057;confirmed;;
662511;2713;confirmed;;
662514;690;confirmed;;
662518;1935;confirmed;;
662520;2537;confirmed;;
662521;951;confirmed;;
662523;1113;confirmed;;
662524;1428;confirmed;;
662525;743;confirmed;;
662540;10;exhausted;662540;10.0
662541;863;confirmed;;
662543;353;confirmed;;
662544;1131;confirmed;;
662546;1966;confirmed;;
662547;944;confirmed;;
662548;488;confirmed;;
662549;1960;confirmed;;
662556;1284;confirmed;;
662600;1;exhausted;662600;1.0
662601;1007;confirmed;;
662602;1524;confirmed;;
662603;1336;confirmed;;
662605;1745;confirmed;;
662606;939;confirmed;;
662607;1713;confirmed;;
662608;3851;confirmed;;
662610;2821;confirmed;;
662621;1020;confirmed;;
662622;556;confirmed;;
662623;655;confirmed;;
662624;1300;confirmed;;
662625;1;confirmed;662625;1.0
662626;706;confirmed;;
662627;605;confirmed;;
662628;2;confirmed;;
662629;388;confirmed;;
662631;963;confirmed;;
662632;415;confirmed;;
662633;294;confirmed;;
662634;2;confirmed;662634;2.0
662635;559;confirmed;;
662636;323;confirmed;;
662637;885;unconfirmed;;
662638;720;confirmed;;
662639;411;confirmed;;
662651;456;confirmed;;
662654;382;confirmed;;
662655;525;confirmed;;
662660;2507;confirmed;;
662662;828;confirmed;;
662663;310;confirmed;;
662664;539;confirmed;;
662665;149;confirmed;;
662668;1;exhausted;662668;1.0
662671;3;confirmed;;
662672;389;confirmed;;
662673;346;confirmed;;
662680;2511;confirmed;;
662681;431;confirmed;;
662685;3;confirmed;662685;3.0
662686;503;confirmed;;
662688;4;exhausted;662688;4.0
662689;3;exhausted;662689;3.0
662690;230;confirmed;;
662692;257;confirmed;;
662693;240;confirmed;;
662695;162;confirmed;;
662696;390;confirmed;;
662710;2447;confirmed;;
662712;295;confirmed;;
662713;2363;confirmed;;
662721;798;confirmed;;
662722;632;confirmed;;
662723;1;exhausted;662723;1.0
662730;940;confirmed;;
662731;4;exhausted;662731;4.0
662732;797;confirmed;;
662733;645;confirmed;;
662734;3;exhausted;662734;3.0
662735;315;confirmed;;
