postalcode;cnt;status;target;guid
309115;596;confirmed;;
309116;642;confirmed;;
309117;280;confirmed;;
309118;745;confirmed;;
309121;548;confirmed;;
309122;329;confirmed;;
309123;317;confirmed;;
309130;395;confirmed;;
309131;235;confirmed;;
309132;473;confirmed;;
309133;375;confirmed;;
309134;258;confirmed;;
309135;1010;confirmed;;
309136;272;confirmed;;
309137;1;exhausted;309137;1.0
309141;998;confirmed;;
309142;812;confirmed;;
309145;623;confirmed;;
309150;608;confirmed;;
309151;403;confirmed;;
309152;7;confirmed;;
309153;800;confirmed;;
309154;478;confirmed;;
309155;208;confirmed;;
309160;822;confirmed;;
309161;59;confirmed;;
309162;786;confirmed;;
309163;1870;confirmed;;
309164;878;confirmed;;
309165;353;confirmed;;
309166;735;confirmed;;
309167;514;confirmed;;
309170;1369;confirmed;;
309171;9;confirmed;;
309172;627;confirmed;;
309173;635;confirmed;;
309174;491;confirmed;;
309175;373;confirmed;;
309176;243;confirmed;;
309177;916;confirmed;;
309180;26;exhausted;309180;26.0
309181;541;confirmed;;
309182;405;confirmed;;
309183;389;confirmed;;
309184;1125;confirmed;;
309185;710;confirmed;;
309186;868;confirmed;;
309187;1613;confirmed;;
309188;1769;confirmed;;
309189;132;confirmed;;
309190;2380;confirmed;;
309191;2;confirmed;;
309200;429;confirmed;;
309201;594;confirmed;;
309202;412;confirmed;;
309203;2;confirmed;309203;2.0
309204;886;confirmed;;
309205;501;confirmed;;
309206;718;confirmed;;
309207;223;confirmed;;
309208;1277;confirmed;;
309209;292;confirmed;;
309210;2921;confirmed;;
309212;50;confirmed;;
309213;552;confirmed;;
309214;229;confirmed;;
309215;233;confirmed;;
309216;802;confirmed;;
309217;87;confirmed;;
309218;1377;confirmed;;
309219;742;confirmed;;
309220;1652;confirmed;;
309221;7;confirmed;;
309222;391;confirmed;;
309223;509;confirmed;;
309224;4;confirmed;;
309225;426;confirmed;;
309226;345;confirmed;;
309230;250;confirmed;;
309231;193;confirmed;;
309232;232;confirmed;;
309233;520;confirmed;;
309234;412;confirmed;;
309235;1688;confirmed;;
309236;697;confirmed;;
309237;461;confirmed;;
309238;1;confirmed;309238;1.0
309251;408;confirmed;;
309252;433;confirmed;;
309253;428;confirmed;;
309254;192;confirmed;;
309255;1952;confirmed;;
309256;423;confirmed;;
309257;737;confirmed;;
309258;214;confirmed;;
309259;693;confirmed;;
309261;1440;confirmed;;
309262;501;confirmed;;
309263;869;confirmed;;
309264;478;confirmed;;
309265;655;confirmed;;
309266;2;exhausted;309266;2.0
309267;461;confirmed;;
309270;443;confirmed;;
309271;286;confirmed;;
309272;688;confirmed;;
309273;800;confirmed;;
309274;889;confirmed;;
309275;257;confirmed;;
309276;1886;confirmed;;
309277;1141;confirmed;;
309278;139;confirmed;;
309280;1106;confirmed;;
309281;454;confirmed;;
309282;313;confirmed;;
309283;404;confirmed;;
309284;331;confirmed;;
309285;840;confirmed;;
309286;350;confirmed;;
309288;587;confirmed;;
309289;363;confirmed;;
309290;1517;confirmed;;
309291;2407;confirmed;;
309292;1692;confirmed;;
309293;21;confirmed;;
309294;984;confirmed;;
309295;1495;confirmed;;
309296;1003;confirmed;;
309300;3289;confirmed;;
309301;621;confirmed;;
309302;324;confirmed;;
309305;239;confirmed;;
309306;511;confirmed;;
309310;3779;confirmed;;
309311;968;confirmed;;
309313;480;confirmed;;
309314;323;confirmed;;
309315;393;confirmed;;
309316;478;confirmed;;
309317;661;confirmed;;
309318;211;confirmed;;
309320;208;confirmed;;
309322;979;confirmed;;
309323;394;confirmed;;
309325;806;confirmed;;
309326;289;confirmed;;
309340;4601;confirmed;;
309341;666;confirmed;;
309342;360;confirmed;;
309351;1254;confirmed;;
309353;397;confirmed;;
309354;495;confirmed;;
309355;300;confirmed;;
309356;140;confirmed;;
309357;359;confirmed;;
309359;187;confirmed;;
309360;710;confirmed;;
309361;377;confirmed;;
309365;1081;confirmed;;
309366;622;confirmed;;
309367;171;confirmed;;
309369;500;confirmed;;
309370;3400;confirmed;;
309372;12;confirmed;;
309374;251;confirmed;;
309376;1801;confirmed;;
309377;503;confirmed;;
309379;167;confirmed;;
309380;493;confirmed;;
309381;351;confirmed;;
309382;926;confirmed;;
309383;365;confirmed;;
309384;633;confirmed;;
309385;618;confirmed;;
309387;202;confirmed;;
309390;480;confirmed;;
309391;503;confirmed;;
309392;489;confirmed;;
309393;238;confirmed;;
309394;309;confirmed;;
309395;398;confirmed;;
309396;372;confirmed;;
309397;325;confirmed;;
309398;240;confirmed;;
309399;109;confirmed;;
309420;2939;confirmed;;
309421;1249;confirmed;;
309423;236;confirmed;;
309425;409;confirmed;;
309427;208;confirmed;;
309430;430;confirmed;;
309431;442;confirmed;;
309432;429;confirmed;;
309433;229;confirmed;;
309440;475;confirmed;;
309441;408;confirmed;;
309500;164;exhausted;309500;164.0
309501;2403;confirmed;;
309502;166;confirmed;;
309503;5585;confirmed;;
309504;2364;confirmed;;
309505;1831;confirmed;;
309506;2391;confirmed;;
309507;1860;confirmed;;
309508;1424;confirmed;;
309509;3592;confirmed;;
309510;58;confirmed;;
309511;136;confirmed;;
309512;83;confirmed;;
309513;541;confirmed;;
309514;1471;confirmed;;
309515;18;confirmed;;
309516;219;confirmed;;
309517;337;confirmed;;
309518;253;confirmed;;
309527;764;confirmed;;
309528;385;confirmed;;
309530;1;exhausted;309530;1.0
309531;1;exhausted;309531;1.0
309532;863;confirmed;;
309533;170;confirmed;;
309534;998;confirmed;;
309535;2254;confirmed;;
309536;1260;confirmed;;
309537;1074;confirmed;;
309539;1121;confirmed;;
309540;1962;confirmed;;
309541;900;confirmed;;
309542;877;confirmed;;
309543;3024;confirmed;;
309544;988;confirmed;;
309545;750;confirmed;;
309546;2032;confirmed;;
309547;1;exhausted;309547;1.0
309548;1005;confirmed;;
309549;804;confirmed;;
309550;926;confirmed;;
309551;1736;confirmed;;
309553;582;confirmed;;
309554;465;confirmed;;
309555;483;confirmed;;
309556;342;confirmed;;
309560;4330;confirmed;;
309561;1124;confirmed;;
309562;516;confirmed;;
309571;4;exhausted;309571;4.0
309572;805;confirmed;;
309573;53;exhausted;309573;53.0
309574;431;confirmed;;
309575;365;confirmed;;
309576;422;confirmed;;
309577;326;confirmed;;
309580;317;confirmed;;
309581;841;confirmed;;
309582;754;confirmed;;
309583;228;confirmed;;
309584;108;confirmed;;
309585;276;confirmed;;
309586;453;confirmed;;
309587;144;confirmed;;
309588;323;confirmed;;
309590;683;confirmed;;
309591;455;confirmed;;
309592;332;confirmed;;
309593;699;confirmed;;
309596;555;confirmed;;
309601;282;confirmed;;
309602;139;confirmed;;
309603;700;confirmed;;
309604;241;confirmed;;
309605;448;confirmed;;
309606;1008;confirmed;;
309607;434;confirmed;;
309608;223;confirmed;;
309609;663;confirmed;;
309610;585;confirmed;;
309611;967;confirmed;;
309612;441;confirmed;;
309613;294;confirmed;;
309614;280;confirmed;;
309615;534;confirmed;;
309616;489;confirmed;;
309620;1415;confirmed;;
309621;261;confirmed;;
309623;497;confirmed;;
309624;541;confirmed;;
309625;439;confirmed;;
309626;420;confirmed;;
309627;328;confirmed;;
309628;317;confirmed;;
309630;271;confirmed;;
309632;265;confirmed;;
309633;169;confirmed;;
309635;285;confirmed;;
309640;2497;confirmed;;
309641;1987;confirmed;;
309642;1839;confirmed;;
309650;4059;confirmed;;
309651;611;confirmed;;
309661;701;confirmed;;
309662;211;confirmed;;
309663;346;confirmed;;
309664;567;confirmed;;
309665;2612;confirmed;;
309666;668;confirmed;;
309667;107;confirmed;;
309668;358;confirmed;;
309670;688;confirmed;;
309671;332;confirmed;;
309672;745;confirmed;;
309673;219;confirmed;;
309674;353;confirmed;;
309675;355;confirmed;;
309676;678;confirmed;;
309677;1289;confirmed;;
309720;2983;confirmed;;
309722;364;confirmed;;
309723;87;confirmed;;
309724;601;confirmed;;
309725;514;confirmed;;
309726;721;confirmed;;
309727;206;confirmed;;
309728;227;confirmed;;
309729;644;confirmed;;
309730;144;confirmed;;
309731;455;confirmed;;
309732;343;confirmed;;
309733;764;confirmed;;
309734;213;confirmed;;
309735;322;confirmed;;
309736;480;confirmed;;
309737;183;confirmed;;
309738;479;confirmed;;
309740;3703;confirmed;;
309743;2;exhausted;309743;2.0
309744;234;confirmed;;
309745;431;confirmed;;
309746;220;confirmed;;
309747;425;confirmed;;
309750;355;confirmed;;
309752;495;confirmed;;
309753;1;exhausted;309753;1.0
309754;402;confirmed;;
309755;338;confirmed;;
309756;1;exhausted;309756;1.0
309757;602;confirmed;;
309758;1;exhausted;309758;1.0
309760;2;exhausted;309760;2.0
309761;595;confirmed;;
309762;258;confirmed;;
309763;425;confirmed;;
309764;195;confirmed;;
309765;315;confirmed;;
309771;174;confirmed;;
309772;300;confirmed;;
309801;303;confirmed;;
309802;946;confirmed;;
309803;652;confirmed;;
309804;327;confirmed;;
309805;208;confirmed;;
309806;524;confirmed;;
309807;196;confirmed;;
309810;275;confirmed;;
309811;435;confirmed;;
309812;351;confirmed;;
309813;360;confirmed;;
309814;341;confirmed;;
309815;267;confirmed;;
309816;709;confirmed;;
309817;850;confirmed;;
309820;495;confirmed;;
309821;72;confirmed;;
309822;430;confirmed;;
309823;269;confirmed;;
309824;426;confirmed;;
309825;4;exhausted;309825;4.0
309826;819;confirmed;;
309830;1498;confirmed;;
309831;425;confirmed;;
309832;462;confirmed;;
309833;591;confirmed;;
309834;647;confirmed;;
309840;539;confirmed;;
309850;6015;confirmed;;
309852;1183;confirmed;;
309853;1201;confirmed;;
309854;2310;confirmed;;
309855;12;confirmed;;
309856;19;confirmed;;
309857;549;confirmed;;
309859;2;confirmed;;
309870;1327;confirmed;;
309873;798;confirmed;;
309875;1112;confirmed;;
309876;1;exhausted;309876;1.0
309877;341;confirmed;;
309878;560;confirmed;;
309879;276;confirmed;;
309881;555;confirmed;;
309882;719;confirmed;;
309885;683;confirmed;;
309886;593;confirmed;;
309887;391;confirmed;;
309888;54;confirmed;;
309900;1803;confirmed;;
309901;115;confirmed;;
309902;747;confirmed;;
309903;765;confirmed;;
309904;348;confirmed;;
309905;973;confirmed;;
309906;333;confirmed;;
309910;449;confirmed;;
309911;365;confirmed;;
309912;407;confirmed;;
309915;706;confirmed;;
309920;3074;confirmed;;
309921;748;confirmed;;
309923;1087;confirmed;;
309924;334;confirmed;;
309925;482;confirmed;;
309926;1759;confirmed;;
309927;624;confirmed;;
309930;956;confirmed;;
309931;511;confirmed;;
309932;429;confirmed;;
309934;980;confirmed;;
309935;640;confirmed;;
309936;851;confirmed;;
309938;364;confirmed;;
309950;457;confirmed;;
309951;296;confirmed;;
309952;474;confirmed;;
309953;444;confirmed;;
309954;768;confirmed;;
309956;259;confirmed;;
309960;793;confirmed;;
309961;403;confirmed;;
309962;378;confirmed;;
309963;319;confirmed;;
309965;1015;confirmed;;
309966;567;confirmed;;
309967;222;confirmed;;
309968;480;confirmed;;
309970;3763;confirmed;;
309971;402;confirmed;;
309972;514;confirmed;;
309973;395;confirmed;;
309974;1425;confirmed;;
309975;1039;confirmed;;
309976;245;confirmed;;
309977;398;confirmed;;
309978;357;confirmed;;
309979;243;confirmed;;
309980;910;confirmed;;
309981;485;confirmed;;
309982;356;confirmed;;
309991;2284;confirmed;;
309993;1453;confirmed;;
309994;1972;confirmed;;
309995;1;confirmed;309995;1.0
309996;5035;confirmed;;
310686;10;exhausted;310686;10.0
323212;1;exhausted;323212;1.0
323535;1;exhausted;323535;1.0
325430;2;exhausted;325430;2.0
344000;1685;confirmed;;
344001;1755;confirmed;;
344002;1662;confirmed;;
344003;325;confirmed;;
344004;2031;confirmed;;
344006;536;confirmed;;
344009;1138;confirmed;;
344010;1353;confirmed;;
344011;1804;confirmed;;
344012;1193;confirmed;;
344013;3432;confirmed;;
344015;1129;confirmed;;
344016;3501;confirmed;;
344018;544;confirmed;;
344019;2952;confirmed;;
344020;4534;confirmed;;
344021;3;confirmed;;
344022;1632;confirmed;;
344023;1993;confirmed;;
344025;2241;confirmed;;
344027;1;exhausted;344027;1.0
344029;1524;confirmed;;
344030;2040;confirmed;;
344032;458;confirmed;;
344033;4445;confirmed;;
344034;2813;confirmed;;
344037;919;confirmed;;
344038;3793;confirmed;;
344039;2103;confirmed;;
344041;5640;confirmed;;
344045;347;confirmed;;
344047;26;confirmed;;
344048;3165;confirmed;;
344049;2622;confirmed;;
344050;2;confirmed;;
344052;2;confirmed;;
344055;1589;confirmed;;
344056;4593;confirmed;;
344058;2386;confirmed;;
344064;8933;confirmed;;
344065;10313;confirmed;;
344068;5069;confirmed;;
344069;3405;confirmed;;
344072;431;confirmed;;
344079;1848;confirmed;;
344082;870;confirmed;;
344090;2346;confirmed;;
344091;3675;confirmed;;
344092;3217;confirmed;;
344093;2017;confirmed;;
344094;462;confirmed;;
344095;282;confirmed;;
344101;773;confirmed;;
344103;1813;confirmed;;
344111;1455;confirmed;;
344112;1687;confirmed;;
344113;1036;confirmed;;
344114;3782;confirmed;;
344116;1717;confirmed;;
344144;1;exhausted;344144;1.0
344599;1;exhausted;344599;1.0
344811;1;exhausted;344811;1.0
344999;9;exhausted;344999;9.0
345653;2;exhausted;345653;2.0
346000;4277;confirmed;;
346001;1257;confirmed;;
346003;599;confirmed;;
346004;970;confirmed;;
346005;511;confirmed;;
346006;566;confirmed;;
346007;2031;confirmed;;
346008;938;confirmed;;
346009;3039;confirmed;;
346010;2327;confirmed;;
346011;700;confirmed;;
346012;876;confirmed;;
346014;540;confirmed;;
346015;541;confirmed;;
346016;1274;confirmed;;
346017;1363;confirmed;;
346018;472;confirmed;;
346019;365;confirmed;;
346020;178;confirmed;;
346021;241;confirmed;;
346022;455;confirmed;;
346023;408;confirmed;;
346025;1246;confirmed;;
346026;253;confirmed;;
346030;1656;confirmed;;
346032;354;confirmed;;
346033;478;confirmed;;
346050;5334;confirmed;;
346051;553;confirmed;;
346052;225;confirmed;;
346054;496;confirmed;;
346055;258;confirmed;;
346056;639;confirmed;;
346060;441;confirmed;;
346061;566;confirmed;;
346062;726;confirmed;;
346063;531;confirmed;;
346064;861;confirmed;;
346065;632;confirmed;;
346066;319;confirmed;;
346067;236;confirmed;;
346073;331;confirmed;;
346076;136;confirmed;;
346080;294;confirmed;;
346081;610;confirmed;;
346082;567;confirmed;;
346090;404;confirmed;;
346091;1014;confirmed;;
346092;2038;confirmed;;
346094;768;confirmed;;
346096;260;confirmed;;
346098;340;confirmed;;
346101;602;confirmed;;
346102;283;confirmed;;
346103;481;confirmed;;
346104;471;confirmed;;
346105;603;confirmed;;
346106;136;confirmed;;
346107;551;confirmed;;
346108;307;confirmed;;
346109;254;confirmed;;
346110;319;confirmed;;
346111;548;confirmed;;
346112;498;confirmed;;
346113;450;confirmed;;
346114;472;confirmed;;
346116;1312;confirmed;;
346117;271;confirmed;;
346118;611;confirmed;;
346119;229;confirmed;;
346120;523;confirmed;;
346121;136;confirmed;;
346122;259;confirmed;;
346123;749;confirmed;;
346124;566;confirmed;;
346125;414;confirmed;;
346126;127;confirmed;;
346130;11206;confirmed;;
346131;827;confirmed;;
346132;2932;confirmed;;
346140;2091;confirmed;;
346141;774;confirmed;;
346142;337;confirmed;;
346143;674;confirmed;;
346144;418;confirmed;;
346160;745;confirmed;;
346161;70;confirmed;;
346162;193;confirmed;;
346163;438;confirmed;;
346164;128;confirmed;;
346165;96;confirmed;;
346166;130;confirmed;;
346167;819;confirmed;;
346168;118;confirmed;;
346170;2318;confirmed;;
346172;225;confirmed;;
346173;526;confirmed;;
346174;126;confirmed;;
346175;284;confirmed;;
346180;751;confirmed;;
346181;284;confirmed;;
346182;740;confirmed;;
346183;451;confirmed;;
346184;308;confirmed;;
346185;244;confirmed;;
346186;239;confirmed;;
346191;628;confirmed;;
346200;3430;confirmed;;
346203;525;confirmed;;
346204;391;confirmed;;
346205;375;confirmed;;
346206;276;confirmed;;
346207;152;confirmed;;
346208;386;confirmed;;
346209;235;confirmed;;
346210;366;confirmed;;
346211;838;confirmed;;
346212;378;confirmed;;
346213;546;confirmed;;
346214;248;confirmed;;
346215;344;confirmed;;
346216;387;confirmed;;
346218;356;confirmed;;
346219;225;confirmed;;
346220;895;confirmed;;
346221;332;confirmed;;
346222;449;confirmed;;
346223;335;confirmed;;
346225;222;confirmed;;
346240;1046;confirmed;;
346241;535;confirmed;;
346242;262;confirmed;;
346243;255;confirmed;;
346244;150;confirmed;;
346245;175;confirmed;;
346250;3073;confirmed;;
346252;286;confirmed;;
346254;255;confirmed;;
346256;647;confirmed;;
346257;209;confirmed;;
346260;2712;confirmed;;
346261;652;confirmed;;
346262;420;confirmed;;
346263;164;confirmed;;
346264;871;confirmed;;
346266;747;confirmed;;
346267;247;confirmed;;
346270;4666;confirmed;;
346272;413;confirmed;;
346273;484;confirmed;;
346274;335;confirmed;;
346275;585;confirmed;;
346277;307;confirmed;;
346280;101;confirmed;;
346281;221;confirmed;;
346282;368;confirmed;;
346283;4;exhausted;346283;4.0
346284;2;confirmed;346284;2.0
346310;2321;confirmed;;
346311;192;confirmed;;
346312;300;confirmed;;
346314;389;confirmed;;
346315;13;confirmed;;
346316;255;confirmed;;
346318;127;confirmed;;
346319;28;confirmed;;
346330;5098;confirmed;;
346331;1;exhausted;346331;1.0
346332;1582;confirmed;;
346333;764;confirmed;;
346335;492;confirmed;;
346338;45;confirmed;;
346341;724;confirmed;;
346342;213;confirmed;;
346345;2021;confirmed;;
346350;2188;confirmed;;
346351;1462;confirmed;;
346352;1906;confirmed;;
346353;874;confirmed;;
346355;302;confirmed;;
346356;705;confirmed;;
346357;1146;confirmed;;
346358;674;confirmed;;
346359;1293;confirmed;;
346360;931;confirmed;;
346361;119;confirmed;;
346362;960;confirmed;;
346371;296;confirmed;;
346372;228;confirmed;;
346373;824;confirmed;;
346374;640;confirmed;;
346376;407;confirmed;;
346377;373;confirmed;;
346378;486;confirmed;;
346379;253;confirmed;;
346380;1149;confirmed;;
346381;927;confirmed;;
346382;351;confirmed;;
346383;31;confirmed;;
346385;1038;confirmed;;
346386;389;confirmed;;
346387;315;confirmed;;
346388;139;confirmed;;
346389;240;confirmed;;
346390;117;confirmed;;
346391;647;confirmed;;
346392;332;confirmed;;
346393;1051;confirmed;;
346395;159;confirmed;;
346396;339;confirmed;;
346397;468;confirmed;;
346398;565;confirmed;;
346399;393;confirmed;;
346400;9115;confirmed;;
346402;1;confirmed;346402;1.0
346404;769;confirmed;;
346405;949;confirmed;;
346406;1683;confirmed;;
346407;1508;confirmed;;
346408;2296;confirmed;;
346410;1257;confirmed;;
346411;967;confirmed;;
346413;585;confirmed;;
346414;2249;confirmed;;
346416;1;exhausted;346416;1.0
346421;1523;confirmed;;
346422;856;confirmed;;
346428;749;confirmed;;
346429;1321;confirmed;;
346431;578;confirmed;;
346439;1;confirmed;346439;1.0
346441;782;confirmed;;
346448;436;confirmed;;
346461;570;confirmed;;
346462;660;confirmed;;
346464;378;confirmed;;
346465;929;confirmed;;
346466;3382;confirmed;;
346467;1169;confirmed;;
346468;265;confirmed;;
346471;472;confirmed;;
346472;107;confirmed;;
346473;555;confirmed;;
346474;736;confirmed;;
346475;537;confirmed;;
346476;164;confirmed;;
346477;110;confirmed;;
346478;242;confirmed;;
346479;3;confirmed;;
346480;2838;confirmed;;
346481;1690;confirmed;;
346483;212;confirmed;;
346485;226;confirmed;;
346486;226;confirmed;;
346487;411;confirmed;;
346488;221;confirmed;;
346489;511;confirmed;;
346490;659;confirmed;;
346492;2152;confirmed;;
346493;943;confirmed;;
346494;142;confirmed;;
346496;758;confirmed;;
346497;706;confirmed;;
346498;242;confirmed;;
346499;833;confirmed;;
346500;7709;confirmed;;
346503;6491;confirmed;;
346504;2508;confirmed;;
346505;1644;confirmed;;
346506;4044;confirmed;;
346510;3348;confirmed;;
346512;1937;confirmed;;
346513;4748;confirmed;;
346516;2354;confirmed;;
346517;1674;confirmed;;
346518;3560;confirmed;;
346519;3595;confirmed;;
346521;1093;confirmed;;
346523;1546;confirmed;;
346524;1443;confirmed;;
346525;408;confirmed;;
346527;433;confirmed;;
346528;1387;confirmed;;
346530;1512;confirmed;;
346535;3517;confirmed;;
346536;991;confirmed;;
346537;1239;confirmed;;
346538;1323;confirmed;;
346550;2025;confirmed;;
346551;293;confirmed;;
346553;1763;confirmed;;
346554;1375;confirmed;;
346555;703;confirmed;;
346556;486;confirmed;;
346557;714;confirmed;;
346560;1032;confirmed;;
346561;604;confirmed;;
346562;2680;confirmed;;
346563;568;confirmed;;
346564;211;confirmed;;
346565;604;confirmed;;
346566;282;confirmed;;
346571;495;confirmed;;
346573;504;confirmed;;
346575;358;confirmed;;
346580;2887;confirmed;;
346583;820;confirmed;;
346584;452;confirmed;;
346585;384;confirmed;;
346586;537;confirmed;;
346587;148;confirmed;;
346590;233;confirmed;;
346591;963;confirmed;;
346592;285;confirmed;;
346594;594;confirmed;;
346596;449;confirmed;;
346597;194;confirmed;;
346598;579;confirmed;;
346599;703;confirmed;;
346601;1055;confirmed;;
346602;800;confirmed;;
346603;528;confirmed;;
346604;161;confirmed;;
346605;430;confirmed;;
346609;621;confirmed;;
346610;2063;confirmed;;
346611;2619;confirmed;;
346612;3006;confirmed;;
346615;331;confirmed;;
346616;240;confirmed;;
346617;197;confirmed;;
346618;334;confirmed;;
346621;995;confirmed;;
346622;345;confirmed;;
346623;392;confirmed;;
346630;5555;confirmed;;
346631;2907;confirmed;;
346633;1177;confirmed;;
346634;457;confirmed;;
346635;627;confirmed;;
346636;440;confirmed;;
346637;215;confirmed;;
346638;550;confirmed;;
346639;232;confirmed;;
346640;128;confirmed;;
346641;282;confirmed;;
346642;412;confirmed;;
346643;208;confirmed;;
346644;406;confirmed;;
346645;903;confirmed;;
346646;630;confirmed;;
346647;134;confirmed;;
346651;781;confirmed;;
346652;463;confirmed;;
346654;286;confirmed;;
346656;209;confirmed;;
346657;777;confirmed;;
346660;3141;confirmed;;
346663;778;confirmed;;
346665;260;confirmed;;
346670;227;confirmed;;
346671;415;confirmed;;
346672;234;confirmed;;
346673;216;confirmed;;
346674;359;confirmed;;
346675;37;confirmed;;
346676;651;confirmed;;
346677;542;confirmed;;
346679;276;confirmed;;
346680;1324;confirmed;;
346681;515;confirmed;;
346682;126;confirmed;;
346685;61;confirmed;;
346686;1109;confirmed;;
346687;262;confirmed;;
346689;383;confirmed;;
346701;2078;confirmed;;
346702;2532;confirmed;;
346703;1128;confirmed;;
346704;253;confirmed;;
346705;347;confirmed;;
346706;413;confirmed;;
346707;322;confirmed;;
346709;1146;confirmed;;
346710;3875;confirmed;;
346711;1294;confirmed;;
346712;527;confirmed;;
346713;778;confirmed;;
346714;1341;confirmed;;
346715;4575;confirmed;;
346716;298;confirmed;;
346717;807;confirmed;;
346718;190;confirmed;;
346719;279;confirmed;;
346720;5174;confirmed;;
346721;2918;confirmed;;
346723;1101;confirmed;;
346724;859;confirmed;;
346728;1334;confirmed;;
346731;4521;confirmed;;
346734;505;confirmed;;
346735;1622;confirmed;;
346741;1779;confirmed;;
346742;1613;confirmed;;
346743;752;confirmed;;
346744;3972;confirmed;;
346745;577;confirmed;;
346746;69;confirmed;;
346748;1783;confirmed;;
346750;806;confirmed;;
346751;4696;confirmed;;
346752;438;confirmed;;
346753;1201;confirmed;;
346754;288;confirmed;;
346755;895;confirmed;;
346756;534;confirmed;;
346757;494;confirmed;;
346758;740;confirmed;;
346759;570;confirmed;;
346760;1962;confirmed;;
346761;560;confirmed;;
346762;460;confirmed;;
346763;291;confirmed;;
346764;291;confirmed;;
346765;1779;confirmed;;
346766;155;confirmed;;
346767;835;confirmed;;
346768;440;confirmed;;
346769;376;confirmed;;
346770;3497;confirmed;;
346771;1434;confirmed;;
346772;1678;confirmed;;
346773;759;confirmed;;
346774;960;confirmed;;
346775;843;confirmed;;
346776;560;confirmed;;
346777;321;confirmed;;
346778;667;confirmed;;
346779;57;confirmed;;
346780;4362;confirmed;;
346781;2029;confirmed;;
346782;321;confirmed;;
346783;1822;confirmed;;
346787;1646;confirmed;;
346789;1377;confirmed;;
346800;7089;confirmed;;
346801;861;confirmed;;
346802;860;confirmed;;
346803;430;confirmed;;
346807;459;confirmed;;
346810;521;confirmed;;
346811;1845;confirmed;;
346812;2316;confirmed;;
346813;1613;confirmed;;
346814;483;confirmed;;
346815;1984;confirmed;;
346816;1387;confirmed;;
346817;381;confirmed;;
346818;2102;confirmed;;
346830;4882;confirmed;;
346831;1106;confirmed;;
346832;1;exhausted;346832;1.0
346833;589;confirmed;;
346835;1804;confirmed;;
346836;442;confirmed;;
346838;1831;confirmed;;
346840;1537;confirmed;;
346841;4741;confirmed;;
346842;3057;confirmed;;
346843;1049;confirmed;;
346844;1760;confirmed;;
346845;651;confirmed;;
346846;812;confirmed;;
346847;769;confirmed;;
346848;268;confirmed;;
346849;384;confirmed;;
346850;1654;confirmed;;
346851;990;confirmed;;
346852;1050;confirmed;;
346853;483;confirmed;;
346854;1129;confirmed;;
346857;337;confirmed;;
346859;3821;confirmed;;
346860;738;confirmed;;
346861;1044;confirmed;;
346862;349;confirmed;;
346863;962;confirmed;;
346864;526;confirmed;;
346865;837;confirmed;;
346866;8121;confirmed;;
346868;4;exhausted;346868;4.0
346870;2491;confirmed;;
346871;1185;confirmed;;
346872;1127;confirmed;;
346873;760;confirmed;;
346874;202;confirmed;;
346877;326;confirmed;;
346879;1;exhausted;346879;1.0
346880;5371;confirmed;;
346881;1384;confirmed;;
346882;877;confirmed;;
346883;2238;confirmed;;
346884;2749;confirmed;;
346885;1506;confirmed;;
346886;1641;confirmed;;
346887;1437;confirmed;;
346888;2825;confirmed;;
346889;4720;confirmed;;
346892;765;confirmed;;
346893;107;confirmed;;
346894;814;confirmed;;
346900;455;confirmed;;
346901;1397;confirmed;;
346902;958;confirmed;;
346903;1072;confirmed;;
346905;1951;confirmed;;
346906;1975;confirmed;;
346907;613;confirmed;;
346908;2197;confirmed;;
346909;1599;confirmed;;
346910;739;confirmed;;
346911;226;confirmed;;
346912;369;confirmed;;
346914;885;confirmed;;
346915;165;confirmed;;
346916;1221;confirmed;;
346918;2201;confirmed;;
346919;2250;confirmed;;
346930;1356;confirmed;;
346931;889;confirmed;;
346933;549;confirmed;;
346934;675;confirmed;;
346935;230;confirmed;;
346937;577;confirmed;;
346940;2455;confirmed;;
346942;449;confirmed;;
346943;412;confirmed;;
346945;553;confirmed;;
346947;258;confirmed;;
346950;201;confirmed;;
346951;325;confirmed;;
346958;148;confirmed;;
346959;497;confirmed;;
346960;804;confirmed;;
346961;446;confirmed;;
346962;391;confirmed;;
346963;643;confirmed;;
346964;642;confirmed;;
346965;538;confirmed;;
346966;357;confirmed;;
346967;354;confirmed;;
346968;542;confirmed;;
346969;732;confirmed;;
346970;5802;confirmed;;
346972;428;confirmed;;
346973;202;confirmed;;
346974;1101;confirmed;;
346975;574;confirmed;;
346976;285;confirmed;;
346977;444;confirmed;;
346978;305;confirmed;;
346979;329;confirmed;;
346980;390;confirmed;;
346981;318;confirmed;;
346985;277;confirmed;;
346988;422;confirmed;;
346989;612;confirmed;;
346991;280;confirmed;;
346995;193;confirmed;;
347000;843;confirmed;;
347001;466;confirmed;;
347002;519;confirmed;;
347003;191;confirmed;;
347004;210;confirmed;;
347005;462;confirmed;;
347006;332;confirmed;;
347008;304;confirmed;;
347010;619;confirmed;;
347011;2749;confirmed;;
347012;139;confirmed;;
347013;959;confirmed;;
347014;565;confirmed;;
347016;572;confirmed;;
347017;512;confirmed;;
347019;401;confirmed;;
347020;434;confirmed;;
347021;287;confirmed;;
347022;944;confirmed;;
347023;1399;confirmed;;
347024;896;confirmed;;
347025;221;confirmed;;
347026;1338;confirmed;;
347027;1851;confirmed;;
347028;668;confirmed;;
347030;1136;confirmed;;
347031;327;confirmed;;
